,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,CNT_FAM_MEMBERS,SUM,APPROVAL
10052,9463,1,0,0,0,111,4,4,0,1,3209,3520,0,0,1,8,0
10053,9464,1,0,0,0,111,4,4,0,1,3209,3520,0,0,1,8,0
10054,9465,1,0,0,0,111,4,4,0,1,3209,3520,0,0,1,8,0
10055,9466,0,0,1,1,89,4,2,3,1,4773,2500,0,0,1,12,0
10056,9467,0,0,1,1,89,4,2,3,1,4773,2500,0,0,1,12,0
10057,9468,0,0,1,1,89,4,2,3,1,4773,2500,0,0,1,12,0
10058,9469,0,0,1,1,89,4,2,3,1,4773,2500,0,0,1,12,0
10059,9470,0,0,1,1,89,4,2,3,1,4773,2500,0,0,1,12,0
10060,9471,0,0,1,1,89,4,2,3,1,4773,2500,0,0,1,12,0
10061,9472,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,13,0
10062,9473,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,2,1
10063,9474,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,13,0
10064,9475,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,13,0
10065,9476,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,13,0
10066,9477,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,13,0
10067,9478,1,1,1,1,180,4,1,1,2,3694,3569,0,0,2,13,0
10068,9479,1,0,1,0,62,4,4,1,1,4872,2500,0,1,1,12,0
10069,9480,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10070,9481,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10071,9482,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10072,9483,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10073,9484,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10074,9485,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10075,9486,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10076,9487,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10077,9488,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10078,9489,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10079,9490,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10080,9491,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10081,9492,0,0,1,0,104,4,1,3,1,6952,2846,0,0,0,3,1
10082,9493,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10083,9494,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10084,9495,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10085,9496,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10086,9497,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10087,9498,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10088,9499,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10089,9500,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10090,9501,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10091,9502,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10092,9503,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10093,9504,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,1,1
10094,9505,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10095,9506,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10096,9507,0,0,1,0,129,1,4,1,1,2113,3639,0,0,1,3,1
10097,9508,0,0,1,0,192,1,1,1,1,1517,3639,0,0,1,7,0
10098,9509,0,1,0,0,192,2,4,0,1,3183,398,0,0,1,18,0
10099,9510,0,1,0,0,192,2,4,0,1,3183,398,0,0,1,18,0
10100,9511,0,1,0,0,192,2,4,0,1,3183,398,0,0,1,18,0
10101,9512,0,1,0,0,192,2,4,0,1,3183,398,0,0,1,18,0
10102,9513,0,0,1,0,170,4,2,3,1,4552,2202,0,0,0,7,0
10103,9514,0,0,1,0,170,4,2,3,1,4552,2202,0,0,0,7,0
10104,9515,0,0,1,0,170,4,2,3,1,4552,2202,0,0,0,7,0
10105,9516,0,0,1,0,170,4,2,3,1,4552,2202,0,0,0,7,0
10106,9517,0,0,1,0,170,4,2,3,1,4552,2202,0,0,0,7,0
10107,9518,0,0,1,0,62,1,4,0,1,1669,3639,0,0,1,4,1
10108,9519,0,0,1,0,62,1,4,0,1,1669,3639,0,0,1,4,1
10109,9520,0,0,1,0,62,1,4,0,1,1669,3639,0,0,1,4,1
10110,9521,0,0,1,0,62,1,4,0,1,1669,3639,0,0,1,4,1
10111,9522,0,0,1,0,41,2,4,1,1,2523,1803,0,0,1,11,0
10112,9523,0,0,1,0,41,2,4,1,1,2523,1803,0,0,1,11,0
10113,9524,0,0,1,0,41,2,4,1,1,2523,1803,0,0,1,11,0
10114,9525,0,0,1,0,41,2,4,1,1,2523,1803,0,0,1,11,0
10115,9526,0,0,1,0,41,2,4,1,1,2523,1803,0,0,1,11,0
10116,9527,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10117,9528,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10118,9529,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10119,9530,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10120,9531,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10121,9532,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10122,9533,1,0,1,2,212,2,1,1,1,3474,662,0,0,3,3,1
10123,9534,0,1,1,0,25,1,1,1,1,875,3639,0,0,1,5,0
10124,9535,0,1,1,0,25,1,1,1,1,875,3639,0,0,1,5,0
10125,9536,0,1,1,0,25,1,1,1,1,875,3639,0,0,1,5,0
10126,9537,0,1,1,0,25,1,1,1,1,875,3639,0,0,1,5,0
10127,9538,0,1,1,0,25,1,1,1,1,875,3639,0,0,1,5,0
10128,9539,0,0,1,0,145,2,4,1,1,2922,1096,0,0,1,5,0
10129,9540,0,0,1,0,145,2,4,1,1,2922,1096,0,0,1,5,0
10130,9541,0,0,1,0,145,2,4,1,1,2922,1096,0,0,1,5,0
10131,9542,0,0,1,0,145,2,4,1,1,2922,1096,0,0,1,5,0
10132,9543,0,0,1,0,145,2,4,1,1,2922,1096,0,0,1,5,0
10133,9544,0,0,1,0,145,2,4,1,1,2922,1096,0,0,1,5,0
10134,9545,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10135,9546,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10136,9547,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,8,0
10137,9548,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10138,9549,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10139,9550,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10140,9551,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10141,9552,0,0,1,0,109,1,1,1,1,1534,3639,0,0,1,11,0
10142,9553,0,0,1,0,120,0,4,4,1,907,827,0,0,0,5,0
10143,9554,0,0,1,0,120,0,4,4,1,907,827,0,0,0,5,0
10144,9555,0,0,1,0,120,0,4,4,1,907,827,0,0,0,5,0
10145,9556,0,1,1,2,111,4,4,1,1,5787,1237,0,1,3,5,0
10146,9557,0,1,1,2,111,4,4,1,1,5787,1237,0,1,3,5,0
10147,9558,0,1,1,2,111,4,4,1,1,5787,1237,0,1,3,5,0
10148,9559,0,1,1,2,111,4,4,1,1,5787,1237,0,1,3,4,1
10149,9560,0,1,1,1,89,2,4,1,1,3435,3163,0,0,2,6,0
10150,9561,0,1,1,1,89,2,4,1,1,3435,3163,0,0,2,4,1
10151,9562,0,1,1,1,89,2,4,1,1,3435,3163,0,0,2,4,1
10152,9563,0,1,1,1,89,2,4,1,1,3435,3163,0,0,2,6,0
10153,9564,0,1,1,1,89,2,4,1,1,3435,3163,0,0,2,6,0
10154,9565,0,1,1,1,89,2,4,1,1,3435,3163,0,0,2,6,0
10155,9566,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10156,9567,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10157,9568,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10158,9569,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10159,9570,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10160,9571,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10161,9572,1,1,1,2,158,4,1,1,1,5703,3091,0,0,3,5,0
10162,9573,0,0,0,0,158,4,1,3,1,5618,3163,0,0,0,1,1
10163,9574,0,0,0,0,158,4,1,3,1,5618,3163,0,0,0,1,1
10164,9575,0,0,0,0,158,4,1,3,1,5618,3163,0,0,0,1,1
10165,9576,0,0,0,0,158,4,1,3,1,5618,3163,0,0,0,1,1
10166,9577,0,0,0,0,158,4,1,3,1,5618,3163,0,0,0,1,1
10167,9578,0,0,0,0,158,4,1,3,1,5618,3163,0,0,0,1,1
10168,9579,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10169,9580,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10170,9581,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10171,9582,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10172,9583,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10173,9584,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10174,9585,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10175,9586,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10176,9587,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10177,9588,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10178,9589,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10179,9590,1,0,1,2,251,2,4,1,1,4482,439,0,0,3,1,1
10180,9591,0,0,1,0,104,0,2,1,1,7174,3365,0,0,1,13,0
10181,9592,0,0,1,0,104,0,2,1,1,7174,3365,0,0,1,13,0
10182,9593,0,0,0,0,77,4,4,1,1,6459,1920,0,0,1,2,1
10183,9594,0,0,0,0,77,4,4,1,1,6459,1920,0,0,1,2,1
10184,9595,1,0,1,0,51,1,4,1,1,2879,3639,0,0,1,10,0
10185,9596,1,0,1,0,51,1,4,1,1,2879,3639,0,0,1,10,0
10186,9597,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10187,9598,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10188,9599,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10189,9600,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10190,9601,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10191,9602,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10192,9603,0,1,1,0,128,0,1,3,1,5425,1106,0,0,0,10,0
10193,9604,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10194,9605,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10195,9606,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10196,9607,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10197,9608,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10198,9609,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10199,9610,0,1,1,0,120,1,1,1,1,269,3639,0,0,1,7,0
10200,9611,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10201,9612,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10202,9613,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10203,9614,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10204,9615,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10205,9616,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10206,9617,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10207,9618,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10208,9619,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10209,9620,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10210,9621,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10211,9622,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10212,9623,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10213,9624,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10214,9625,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10215,9626,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10216,9627,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10217,9628,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,4,1
10218,9629,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10219,9630,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10220,9631,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10221,9632,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10222,9633,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10223,9634,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10224,9635,0,0,1,0,158,1,4,4,1,1192,3639,0,0,0,5,0
10225,9636,0,0,0,1,77,4,4,0,1,5500,1803,0,0,2,16,0
10226,9637,0,0,0,1,77,4,4,0,1,5500,1803,0,0,2,16,0
10227,9638,0,0,0,1,77,4,4,0,1,5500,1803,0,0,2,16,0
10228,9639,0,0,0,1,77,4,4,0,1,5500,1803,0,0,2,16,0
10229,9640,0,0,0,1,77,4,4,0,1,5500,1803,0,0,2,16,0
10230,9641,0,0,0,1,77,4,4,0,1,5500,1803,0,0,2,16,0
10231,9642,0,0,1,1,32,4,4,0,1,6790,2889,0,1,2,6,0
10232,9643,0,0,1,1,32,4,4,0,1,6790,2889,0,1,2,6,0
10233,9644,0,0,1,1,32,4,4,0,1,6790,2889,0,1,2,6,0
10234,9645,0,0,1,1,32,4,4,0,1,6790,2889,0,1,2,6,0
10235,9646,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10236,9647,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10237,9648,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10238,9649,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10239,9650,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10240,9651,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10241,9652,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10242,9653,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10243,9654,0,1,1,2,94,4,2,1,1,5913,3596,0,0,3,5,0
10244,9655,0,0,1,0,230,4,4,1,1,255,813,0,0,1,3,1
10245,9656,0,0,1,0,230,4,4,1,1,255,813,0,0,1,3,1
10246,9657,0,0,1,0,230,4,4,1,1,255,813,0,0,1,3,1
10247,9658,0,0,1,0,230,4,4,1,1,255,813,0,0,1,3,1
10248,9659,1,0,1,0,145,2,4,1,1,3635,259,0,0,1,15,0
10249,9660,1,0,1,0,145,2,4,1,1,3635,259,0,0,1,15,0
10250,9661,1,0,1,0,145,2,4,1,1,3635,259,0,0,1,15,0
10251,9662,1,0,1,0,145,2,4,1,1,3635,259,0,0,1,15,0
10252,9663,0,1,1,1,158,0,1,3,1,4528,2185,0,0,1,8,0
10253,9664,0,1,1,1,158,0,1,3,1,4528,2185,0,0,1,8,0
10254,9665,0,1,1,1,158,0,1,3,1,4528,2185,0,0,1,8,0
10255,9666,0,1,1,0,106,1,4,1,1,1251,3639,0,0,1,5,0
10256,9667,0,1,1,0,106,1,4,1,1,1251,3639,0,0,1,5,0
10257,9668,0,1,1,0,106,1,4,1,1,1251,3639,0,0,1,5,0
10258,9669,0,1,1,0,77,0,4,1,1,3790,3502,0,0,1,6,0
10259,9670,0,1,1,0,77,0,4,1,1,3790,3502,0,0,1,6,0
10260,9671,0,1,1,0,77,0,4,1,1,3790,3502,0,0,1,6,0
10261,9672,0,0,1,1,51,4,4,1,1,3546,210,0,1,2,3,1
10262,9673,0,0,1,1,51,4,4,1,1,3546,210,0,1,2,3,1
10263,9674,0,0,1,1,51,4,4,1,1,3546,210,0,1,2,3,1
10264,9675,0,0,1,1,51,4,4,1,1,3546,210,0,1,2,3,1
10265,9676,0,0,1,1,51,4,4,1,1,3546,210,0,1,2,3,1
10266,9677,0,0,1,1,51,4,4,1,1,3546,210,0,1,2,3,1
10267,9678,0,0,0,1,19,0,4,1,1,6087,3209,0,1,2,10,0
10268,9679,0,0,0,1,19,0,4,1,1,6087,3209,0,1,2,10,0
10269,9680,0,0,0,1,19,0,4,1,1,6087,3209,0,1,2,10,0
10270,9681,1,0,1,0,70,4,4,2,1,2605,1157,0,0,0,8,0
10271,9682,1,0,1,0,70,4,4,2,1,2605,1157,0,0,0,8,0
10272,9683,1,0,1,0,70,4,4,2,1,2605,1157,0,0,0,8,0
10273,9684,1,0,1,0,70,4,4,2,1,2605,1157,0,0,0,8,0
10274,9685,1,0,1,0,70,4,4,2,1,2605,1157,0,0,0,8,0
10275,9686,1,0,1,0,70,4,4,2,1,2605,1157,0,0,0,8,0
10276,9687,0,0,0,1,111,4,4,2,1,5505,1004,0,0,1,2,1
10277,9688,0,0,0,1,111,4,4,2,1,5505,1004,0,0,1,2,1
10278,9689,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10279,9690,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10280,9691,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10281,9692,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10282,9693,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10283,9694,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10284,9695,0,1,1,1,192,0,4,1,1,4625,2452,0,0,2,1,1
10285,9696,0,0,1,1,192,4,4,1,1,1316,1305,0,0,2,19,0
10286,9697,0,0,1,1,192,4,4,1,1,1316,1305,0,0,2,19,0
10287,9698,0,0,1,1,192,4,4,1,1,1316,1305,0,0,2,19,0
10288,9699,0,0,1,0,62,1,4,4,1,1004,3639,0,0,0,4,1
10289,9700,0,0,1,0,62,1,4,4,1,1004,3639,0,0,0,4,1
10290,9701,0,0,1,0,62,1,4,4,1,1004,3639,0,0,0,4,1
10291,9702,0,0,1,0,62,1,4,4,1,1004,3639,0,0,0,4,1
10292,9703,0,0,1,2,145,4,4,1,1,4675,1614,0,0,3,6,0
10293,9704,0,0,1,2,145,4,4,1,1,4675,1614,0,0,3,6,0
10294,9705,0,0,1,2,145,4,4,1,1,4675,1614,0,0,3,6,0
10295,9706,0,0,1,2,145,4,4,1,1,4675,1614,0,0,3,6,0
10296,9707,0,0,1,0,77,0,1,3,1,3657,2128,0,0,0,12,0
10297,9708,0,0,1,0,77,0,1,3,1,3657,2128,0,0,0,12,0
10298,9709,0,0,0,0,62,0,1,1,5,6726,2777,0,1,1,12,0
10299,9710,0,0,1,0,41,4,4,3,1,2750,172,0,0,0,12,0
10300,9711,0,0,1,0,41,4,4,3,1,2750,172,0,0,0,12,0
10301,9712,0,1,1,0,212,0,2,0,1,3580,2372,0,0,1,10,0
10302,9713,0,1,1,0,192,2,1,1,1,826,34,0,0,1,17,0
10303,9714,0,1,1,0,192,2,1,1,1,826,34,0,0,1,17,0
10304,9715,0,1,1,0,192,2,1,1,1,826,34,0,0,1,17,0
10305,9716,0,1,1,0,192,2,1,1,1,826,34,0,0,1,17,0
10306,9717,0,1,1,0,192,2,1,1,1,826,34,0,0,1,17,0
10307,9718,0,1,1,0,192,2,1,1,1,826,34,0,0,1,17,0
10308,9719,1,0,1,1,158,4,1,1,1,3166,414,0,0,2,18,0
10309,9720,0,0,1,0,120,0,4,4,1,3235,1781,0,0,0,2,1
10310,9721,0,0,1,0,120,0,4,4,1,3235,1781,0,0,0,2,1
10311,9722,1,1,1,0,138,0,1,1,4,6730,3544,0,1,1,1,1
10312,9723,1,1,1,0,138,0,1,1,4,6730,3544,0,1,1,1,1
10313,9724,1,1,1,0,138,0,1,1,4,6730,3544,0,1,1,1,1
10314,9725,1,1,1,0,138,0,1,1,4,6730,3544,0,1,1,1,1
10315,9726,1,1,1,0,138,0,1,1,4,6730,3544,0,1,1,1,1
10316,9727,1,1,1,0,138,0,1,1,4,6730,3544,0,1,1,1,1
10317,9728,0,0,1,0,62,4,4,4,1,2712,2393,0,0,0,7,0
10318,9729,0,0,1,0,62,4,4,4,1,2712,2393,0,0,0,7,0
10319,9730,0,0,1,0,62,4,4,4,1,2712,2393,0,0,0,7,0
10320,9731,0,0,1,1,51,4,2,1,5,6171,2907,0,0,2,6,0
10321,9732,0,0,1,0,120,1,4,1,1,1001,3639,0,0,1,21,0
10322,9733,0,0,1,0,120,1,4,1,1,1001,3639,0,0,1,0,1
10323,9734,1,1,1,0,212,4,4,1,1,1141,2213,0,1,1,1,1
10324,9735,1,1,1,0,212,4,4,1,1,1141,2213,0,1,1,1,1
10325,9736,1,1,1,0,212,4,4,1,1,1141,2213,0,1,1,1,1
10326,9737,1,1,1,0,212,4,4,1,1,1141,2213,0,1,1,1,1
10327,9738,1,1,1,0,212,4,4,1,1,1141,2213,0,1,1,3,1
10328,9739,1,1,1,0,212,4,4,1,1,1141,2213,0,1,1,1,1
10329,9740,1,0,1,0,104,4,4,3,1,2818,2101,0,1,0,5,0
10330,9741,1,0,1,0,104,4,4,3,1,2818,2101,0,1,0,3,1
10331,9742,1,0,1,0,104,4,4,3,1,2818,2101,0,1,0,4,1
10332,9743,1,0,1,0,104,4,4,3,1,2818,2101,0,1,0,5,0
10333,9744,1,0,1,0,104,4,4,3,1,2818,2101,0,1,0,3,1
10334,9745,1,0,0,0,128,4,2,3,2,5129,3560,0,0,0,6,0
10335,9746,1,0,0,0,128,4,2,3,2,5129,3560,0,0,0,12,0
10336,9747,0,0,1,0,170,4,4,1,1,1375,672,0,0,1,11,0
10337,9748,0,0,1,0,170,4,4,1,1,1375,672,0,0,1,19,0
10338,9749,0,0,1,0,170,4,4,1,1,1375,672,0,0,1,5,0
10339,9750,0,0,1,1,120,4,4,1,2,6077,3334,0,0,2,8,0
10340,9751,0,0,1,1,120,4,4,1,2,6077,3334,0,0,2,1,1
10341,9752,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,3,1
10342,9753,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,3,1
10343,9754,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,6,0
10344,9755,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,5,0
10345,9756,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,20,0
10346,9757,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,3,1
10347,9758,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,3,1
10348,9759,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,29,0
10349,9760,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,46,0
10350,9761,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,3,1
10351,9762,1,1,1,0,188,4,2,1,1,3523,2577,0,0,1,7,0
10352,9763,1,0,1,0,77,0,4,1,1,1173,3200,0,1,1,9,0
10353,9764,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10354,9765,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10355,9766,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10356,9767,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10357,9768,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10358,9769,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10359,9770,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10360,9771,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10361,9772,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,13,0
10362,9773,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,11,0
10363,9774,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10364,9775,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,14,0
10365,9776,0,0,1,1,94,4,4,1,1,5895,2794,0,1,2,0,1
10366,9777,0,0,1,2,207,0,4,3,1,5910,1992,0,0,2,18,0
10367,9778,0,0,1,2,207,0,4,3,1,5910,1992,0,0,2,18,0
10368,9779,0,0,1,2,207,0,4,3,1,5910,1992,0,0,2,6,0
10369,9780,0,1,1,2,145,0,4,1,1,4898,2637,0,0,3,29,0
10370,9781,0,1,1,0,44,1,4,1,1,673,3639,0,0,1,4,1
10371,9782,0,1,1,0,44,1,4,1,1,673,3639,0,0,1,11,0
10372,9783,0,1,1,0,44,1,4,1,1,673,3639,0,0,1,6,0
10373,9784,0,1,1,0,44,1,4,1,1,673,3639,0,0,1,4,1
10374,9785,0,1,1,0,44,1,4,1,1,673,3639,0,0,1,4,1
10375,9786,0,0,1,0,57,1,3,0,1,109,3639,0,0,1,10,0
10376,9787,0,0,1,0,57,1,3,0,1,109,3639,0,0,1,10,0
10377,9788,1,0,1,0,104,1,4,0,1,1837,3639,0,0,1,3,1
10378,9789,1,0,1,0,104,1,4,0,1,1837,3639,0,0,1,0,1
10379,9790,1,0,1,0,104,1,4,0,1,1837,3639,0,0,1,3,1
10380,9791,1,0,1,0,104,1,4,0,1,1837,3639,0,0,1,0,1
10381,9792,1,0,1,0,104,1,4,0,1,1837,3639,0,0,1,3,1
10382,9793,1,0,1,0,104,1,4,0,1,1837,3639,0,0,1,5,0
10383,9794,1,1,0,0,192,4,1,3,1,6728,2534,0,0,0,36,0
10384,9795,1,1,1,0,104,4,4,3,1,4887,3293,0,0,0,13,0
10385,9796,1,1,0,0,51,4,4,1,1,6451,2681,0,0,1,3,1
10386,9797,1,0,0,1,104,4,4,1,2,4286,478,0,0,2,18,0
10387,9798,1,0,0,1,104,4,4,1,2,4286,478,0,0,2,18,0
10388,9799,1,0,0,1,104,4,4,1,2,4286,478,0,0,2,18,0
10389,9800,1,0,0,1,104,4,4,1,2,4286,478,0,0,2,13,0
10390,9801,1,1,1,0,145,1,1,1,1,238,3639,0,0,1,6,0
10391,9802,1,1,1,0,145,1,1,1,1,238,3639,0,0,1,6,0
10392,9803,1,0,1,0,111,4,4,3,1,7062,3334,0,0,0,8,0
10393,9804,1,1,1,0,77,4,1,1,1,2862,2701,0,0,1,9,0
10394,9805,1,0,1,0,188,1,4,1,1,199,3639,0,0,1,12,0
10395,9806,0,1,1,0,180,4,4,3,1,2103,668,0,0,0,3,1
10396,9807,0,1,1,0,180,4,4,3,1,2103,668,0,0,0,3,1
10397,9808,0,1,1,0,180,4,4,3,1,2103,668,0,0,0,0,1
10398,9809,0,1,1,0,180,4,4,3,1,2103,668,0,0,0,5,0
